Symbol,StartTime,EndTime,"Trades Timestamp","Trades Quantity","Trades Price","Trades Exchange","Trades MarketCenter","Trades SubMarketCenter","Trades TRDI","Trades CanceledIndicator","Trades DOTT","Trades ITY","Trades MSN","Trades OMSN",Outcome,Message,Identity,Delay,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:02:29.677",100,24.01,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,146196,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:02:29.677",100,24.01,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,146197,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:02:29.680",100,24.01,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,146198,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:02:29.680",100,24.01,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,146200,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:02:29.680",200,24.01,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,146201,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:02:48.587",100,24.01,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,148005,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:02:48.587",100,24.01,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,148006,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:02:48.590",100,24.01,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,148007,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:02:48.590",100,24.01,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,148008,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:07.720",100,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,149416,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:07.723",100,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,149417,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:07.723",100,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,149418,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:07.723",100,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,149419,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:07.723",100,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,149420,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:07.723",100,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,149421,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:07.723",100,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,149422,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:07.723",100,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,149423,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:07.723",100,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,149424,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:09.253",400,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,149506,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:09.253",100,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,149507,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:32.060",134,23.99,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,150585,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:32.203",300,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,150595,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:32.203",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,150596,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:32.203",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,150597,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:32.203",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,150598,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:32.207",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,150599,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:32.210",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,150600,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:52.847",200,24,"NASDAQ OMX BX, Inc",B," ",@F,,F,Q,151891,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:52.950",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,151953,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:52.953",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,151956,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:52.953",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,151957,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:53.133",100,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,152032,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:53.137",100,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,152034,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:53.433",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,152121,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:53.437",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,152123,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:03:54.840",100,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,152257,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:04:31.017",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,155289,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:04:31.017",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,155290,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:04:31.017",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,155291,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:04:31.020",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,155292,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:04:31.020",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,155293,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:04:31.020",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,155308,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:04:31.160",300,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,155354,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:04:47.913",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,156838,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:04:47.913",300,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,156839,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:04:47.917",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,156840,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:04:47.917",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,156841,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:04:47.917",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,156842,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:10.230",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,158436,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:10.230",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,158437,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:10.230",153,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,158438,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:10.390",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,158478,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:10.390",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,158479,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:10.410",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,158493,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:10.413",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,158496,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:10.420",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,158500,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:23.420",300,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,159472,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:23.423",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,159473,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:23.423",200,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,159474,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:23.423",100,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,159475,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:23.427",100,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,159476,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:23.563",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,159515,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:23.563",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,159516,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:23.563",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,159517,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:24.317",100,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,159689,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:24.320",100,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,159690,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:24.320",100,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,159691,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:41.317",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,160921,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:41.317",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,160922,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:41.317",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,160923,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:41.320",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,160924,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:41.320",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,160925,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:41.320",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,160926,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:41.320",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,160929,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:41.320",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,160930,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:41.320",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,160931,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:41.320",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,160932,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:41.323",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,160933,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:41.333",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,160937,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:05:41.363",200,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,160939,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:06:01.877",100,23.98,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,162308,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:06:06.283",100,23.98,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,162482,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:06:06.613",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,162499,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:06:13.813",100,24,"NASDAQ OMX BX, Inc",B," ",@,,F,Q,163062,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:06:16.520",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,163172,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:06:27.203",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,163493,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:06:27.237",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,163495,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:06:27.393",200,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,163503,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:06:27.393",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,163504,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:06:27.393",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,163505,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:06:27.397",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,163506,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:06:27.400",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,163507,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:06:44.867",100,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,164288,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:06:48.530",100,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,164479,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:07:21.937",200,24.01,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,166469,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:07:21.940",100,24.01,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,166470,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:07:22.010",100,24.01,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,166483,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:07:22.143",100,24.01,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,166496,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:07:22.210",100,24.01,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,166507,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:07:50.847",100,24.01,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,168567,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:07:50.847",200,24.01,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,168568,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:07:54.947",100,24.01,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,168978,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:07:54.947",100,24.01,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,168980,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:07:54.950",100,24.01,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,168981,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:08:10.543",100,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,171014,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:08:10.547",100,24,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,171015,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:08:34.837",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,173191,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:08:34.850",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,173192,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:08:58.437",100,24,"NASDAQ OMX BX, Inc",B," ",@,,F,Q,174213,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:09:17.793",307,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,175716,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:09:21.870",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,176222,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:09:27.227",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,176655,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:09:43.310",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,177491,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:09:43.313",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,177492,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:09:43.313",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,177493,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:09:43.313",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,177494,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:10:25.193",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,180626,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:10:25.193",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,180628,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:10:25.193",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,180629,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:10:25.197",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,180630,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:10:25.197",100,23.99,"The NASDAQ Stock Market LLC",Q," ",@F,,F,Q,180632,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:10:32.250",100,24,"NASDAQ OMX BX, Inc",B," ",@,,F,Q,181567,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:10:32.250",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,181568,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:10:32.250",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,181569,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:11:16.740",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,184289,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:11:16.740",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,184290,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:11:16.740",500,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,184291,0,Success,,Cookie,0.0312,
NDAQ,"06/15/2011 09:30:00.000","06/15/2011 10:30:00.000","06/15/2011 10:11:16.743",100,24,"The NASDAQ Stock Market LLC",Q," ",@,,F,Q,184292,0,Success,,Cookie,0.0312,
